STATE,REGION,PMS,AGO,DPK,LPG,Date,Change in PMS,Change in AGO,Change in DPK,Change in LPG
Abuja,North Central,945.57,1141.67,1127.5,1180,30-Jun-25,₦1.34,-₦7.50,₦0.00,-₦15.00
Benue,North Central,957.22,1103.75,1500,1250,30-Jun-25,₦0.72,₦1.75,₦0.00,₦0.00
Kogi,North Central,951.63,1135.63,1425,1275,30-Jun-25,₦0.00,-₦1.25,₦0.00,-₦18.75
Kwara,North Central,973.75,1050,1200,1300,30-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Nasarawa,North Central,946.25,1113.33,1500,1143.33,30-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Niger,North Central,950.63,1126.67,1475,1141.67,30-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Plateau,North Central,918.75,1290,1260,1256.25,30-Jun-25,₦1.25,₦0.00,₦0.00,₦1.25
Adamawa,North East,968.33,1131.67,1265.56,1183.33,30-Jun-25,₦7.77,₦0.00,₦0.00,₦6.66
Bauchi,North East,964,1175,1500,1200,30-Jun-25,-₦10.63,₦16.43,₦27.14,₦5.71
Borno,North East,1008.33,1140,1450,1400,30-Jun-25,-₦5.00,-₦15.56,-₦25.00,₦0.00
Gombe,North East,963.33,1118.89,1435.56,1244.44,30-Jun-25,₦0.00,₦0.00,₦22.23,₦5.55
Taraba,North East,949.44,1161.11,1487.5,1331.25,30-Jun-25,₦0.55,₦0.00,₦0.00,₦0.00
Yobe,North East,976.67,1233.33,1300,1180,30-Jun-25,₦2.23,₦0.00,₦0.00,₦0.00
Jigawa,North West,981.11,1142.5,1377.5,1225,30-Jun-25,₦13.33,₦0.00,₦0.00,₦0.00
Kaduna,North West,951.13,1153.13,1314.38,1195,30-Jun-25,₦3.46,₦5.91,-₦0.87,₦0.00
Kano,North West,951,1176.43,1160,1170,30-Jun-25,₦0.00,₦0.00,₦0.50,₦0.00
Katsina,North West,958.13,1130,1314.29,1170,30-Jun-25,₦0.00,₦0.00,₦0.00,-₦28.00
Kebbi,North West,951.25,1176.43,1160,1170,30-Jun-25,₦0.82,₦1.43,₦10.00,₦0.00
Sokoto,North West,988.75,1091.25,1300,1252,30-Jun-25,₦15.42,₦21.25,₦0.00,₦2.00
Zamfara,North West,966.63,1131.88,1200,1118.13,30-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Abia,South East,963.75,1250,1228.57,1200,30-Jun-25,-₦1.25,₦50.00,-₦71.43,₦0.00
Anambra,South East,957.78,1170,1308.33,1196.67,30-Jun-25,-₦11.11,-₦48.75,-₦41.67,₦3.34
Ebonyi,South East,968.57,1100,1500,1100,30-Jun-25,₦1.43,₦0.00,₦0.00,₦0.00
Enugu,South East,971.88,1206.25,1300,1300,30-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Imo,South East,975,1242.86,1300,1300,30-Jun-25,₦3.33,₦26.19,₦0.00,₦0.00
Akwa Ibom,South South,958.13,1109.29,1198.33,1233.33,30-Jun-25,₦0.63,-₦13.57,₦0.00,₦0.00
Bayelsa,South South,971.25,1150,0,1200,30-Jun-25,₦1.87,₦0.00,₦0.00,₦0.00
Cross River,South South,926,1266.67,1220,1300,30-Jun-25,₦2.40,-₦13.33,₦0.00,₦0.00
Delta,South South,944.29,1105.14,1363,1300,30-Jun-25,-₦3.57,-₦0.29,₦0.00,-₦1.43
Edo,South South,960,1185,1240,1280,30-Jun-25,-₦4.29,-₦3.00,₦0.00,₦0.00
Rivers,South South,948.33,1212,1200,1237.5,30-Jun-25,-₦4.17,₦5.33,₦0.00,₦7.50
Ekiti,South West,928.89,1141.11,1298.57,1255,30-Jun-25,₦5.00,₦0.00,₦0.00,₦0.00
Lagos,South West,922.87,1082.81,1345,1110.88,30-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Ogun,South West,923.13,1085,1215,1114.29,30-Jun-25,-₦3.30,-₦5.00,₦0.00,-₦2.38
Ondo,South West,936.25,1083.75,1288.5,1206.25,30-Jun-25,-₦0.89,-₦4.82,₦1.36,-₦33.04
Osun,South West,926.25,1064.38,1292,1201.43,30-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Oyo,South West,934.63,1113.75,1350,1175,30-Jun-25,-₦3.87,₦11.25,₦0.00,₦0.00
,National,951.07,1141.17,1319.77,1210.74,01-Jul-25,₦1.58,₦5.48,₦5.71,-₦0.93
Abuja,North Central,944.29,1137.14,1145.83,1170,01-Jul-25,-₦1.28,-₦4.53,₦18.33,-₦10.00
Benue,North Central,959,1103.75,1500,1250,01-Jul-25,₦1.78,₦0.00,₦0.00,₦0.00
Kogi,North Central,951.63,1135.63,1425,1281.25,01-Jul-25,₦0.00,₦0.00,₦0.00,₦6.25
Kwara,North Central,973.75,1050,1200,1300,01-Jul-25,₦0.00,₦0.00,₦0.00,₦0.00
Nasarawa,North Central,946.25,1113.33,1500,1143.33,01-Jul-25,₦0.00,₦0.00,₦0.00,₦0.00
Niger,North Central,950.63,1126.67,1475,1141.67,01-Jul-25,₦0.00,₦0.00,₦0.00,₦0.00
Plateau,North Central,925,1264.29,1235.71,1221.43,01-Jul-25,₦6.25,-₦25.71,-₦24.29,-₦34.82
Adamawa,North East,965,1132.22,1265.56,1183.33,01-Jul-25,-₦3.33,₦0.55,₦0.00,₦0.00
Bauchi,North East,974.63,1158.57,1472.86,1194.29,01-Jul-25,₦10.63,-₦16.43,-₦27.14,-₦5.71
Borno,North East,1019.38,1162.5,1485.71,1400,01-Jul-25,₦11.05,₦22.50,₦35.71,₦0.00
Gombe,North East,966.67,1118.89,1428.89,1197.78,01-Jul-25,₦3.34,₦0.00,-₦6.67,-₦46.66
